row,gold_set,provider,merchant_raw,description_raw,amount,direction,gold_leaf,gold_general,review_notes,agree,native_category_raw,plaid_leaf,plaid_general,pipeline_leaf,pipeline_general,pipeline_tier,gold_matches_plaid,gold_matches_pipeline,gold_matches_plaid_general,gold_matches_pipeline_general,llm_consensus_leaf,llm_consensus_general,llm_consensus_how,gold_matches_llm_consensus,gemini_leaf,sonnet_leaf,opus_leaf,haiku_draft_leaf,sonnet_draft_leaf
251,v4_unmatched_plaid,plaid,Icelandair,Iceland,38.75,debit,groceries,groceries_household_essentials,"Merchant normalised as Icelandair but narrative is Iceland and native is groceries — Iceland Foods supermarket, not the airline.",established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T6_native_fallback,yes,yes,yes,yes,flights,travel_holidays,gemini_sonnet_agree,no,flights,flights,flights,,
252,v4_unmatched_plaid,plaid,Current,TRANSFER TO EVERYDAY CURRENT ACCOUNT,200.0,debit,transfer_own_account,transfers,Narrative explicitly transfers to Everyday Current Account — own-account evidence.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_other,unclassified,T4_dictionary,no,no,no,no,transfer_own_account,transfers,gemini_sonnet_agree,yes,transfer_own_account,transfer_own_account,transfer_own_account,transfer_own_account,transfer_own_account
253,v4_unmatched_plaid,plaid,Smc Re,SMC RE UNITY UNITYL872047,4.34,debit,unclassified_other,unclassified,SMC RE UNITY reference is too opaque to identify a product or payee.,yes,GENERAL_SERVICES_OTHER_SERVICES,business_services,business_self_employment,business_services,business_self_employment,T6_native_fallback,no,no,no,no,unclassified_other,unclassified,gemini_sonnet_agree,yes,unclassified_other,unclassified_other,unclassified_other,unclassified_other,unclassified_other
254,v4_unmatched_plaid,plaid,Cd Probus School,7004 07JUL25 CD   PROBUS SCHOOL     FILLING           TRURO GB,12.09,debit,fuel,transport_motoring,"Probus School Filling, Truro — narrative says FILLING; forecourt fuel.",yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,T6_native_fallback,no,no,yes,yes,fuel,transport_motoring,gemini_sonnet_agree,yes,fuel,fuel,fuel,fuel,fuel
255,v4_unmatched_plaid,plaid,Bentleys Restauran,Bentleys RestauranIpswich,5.8,debit,restaurant_cafe,eating_drinking_out,Bentleys Restaurant Ipswich; dining native; sit-in restaurant.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,restaurant_cafe,eating_drinking_out,gemini_sonnet_agree,yes,restaurant_cafe,restaurant_cafe,restaurant_cafe,restaurant_cafe,restaurant_cafe
256,v4_unmatched_plaid,plaid,Cafe Barista,Cafe Barista         )))),2.95,debit,restaurant_cafe,eating_drinking_out,Cafe Barista coffee shop.,yes,DINING_COFFEE,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,yes,yes,yes,yes,restaurant_cafe,eating_drinking_out,gemini_sonnet_agree,yes,restaurant_cafe,restaurant_cafe,restaurant_cafe,restaurant_cafe,restaurant_cafe
257,v4_unmatched_plaid,plaid,Ewa Stepien,EWA STEPIEN 300000001599251501,10.0,debit,transfer_p2p,transfers,Named person Ewa Stepien; no purpose.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
258,v4_unmatched_plaid,plaid,P Pisula,P Pisula - SortCodeAccountNumber: 77912951356560,25.0,debit,transfer_p2p,transfers,Named person P Pisula; sort-code transfer; no purpose.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T5_R02,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
259,v4_unmatched_plaid,plaid,Guven Express,GUVEN EXPRESS  ON 14 JUL CLP,19.97,debit,convenience_store,groceries_household_essentials,"Guven Express Limited is a Bournemouth convenience store (SIC 47110 food/tobacco retail), not a taxi despite the name and transport native.",no,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,T6_native_fallback,no,no,no,no,takeaway,eating_drinking_out,opus_tiebreak,no,convenience_store,takeaway,takeaway,taxi_rideshare,convenience_store
260,v4_unmatched_plaid,plaid,Parsons London,Parsons           London,2.0,debit,restaurant_cafe,eating_drinking_out,Parsons London is a Covent Garden restaurant; public-transit native is spurious.,established,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,public_transport_rail_coach,transport_motoring,restaurant_cafe,eating_drinking_out,T4_dictionary,no,yes,no,yes,restaurant_cafe,eating_drinking_out,gemini_sonnet_agree,yes,restaurant_cafe,restaurant_cafe,restaurant_cafe,,
261,v4_unmatched_plaid,plaid,Darwen Sst,0162 05AUG25 C    DARWEN SST        DARWEN GB,3.7,debit,unclassified_other,unclassified,"DARWEN SST Darwen £3.70 card tap. SST could be service station, bus station or another local fascia; narrative does not uniquely identify the payee.",no,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,T6_native_fallback,no,no,no,no,unclassified_card_spend,unclassified,opus_tiebreak,no,fuel,unclassified_other,unclassified_card_spend,public_transport_rail_coach,unclassified_other
262,v4_unmatched_plaid,plaid,Novaed,0665 16AUG25      NOVAED            SUFFOLK GB,10.0,debit,unclassified_other,unclassified,Novaed Ltd (Ipswich) files education SICs but also operates Mans Club poker; £10 cannot be uniquely classified without forcing a guess.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,yes,yes,unclassified_other,unclassified,opus_tiebreak,yes,education_general,unclassified_other,unclassified_other,unclassified_other,unclassified_other
263,v4_unmatched_plaid,plaid,Theseotext,5788 20JUN25      THESEOTEXT        BRATISLAVA SK,97.0,debit,unclassified_other,unclassified,THESEOTEXT Bratislava £97; no reliable UK/SK company match. Do not force advertising_services.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,yes,yes,advertising_services,business_self_employment,opus_tiebreak,no,advertising_services,unclassified_other,advertising_services,unclassified_other,advertising_services
264,v4_unmatched_plaid,plaid,Metro Prepaid Limited,METRO PREPAID LIMI  ON 10 OCT BCC METRO PREPAID LIMITED,20.0,debit,energy,utilities_household_bills,"Metro Prepaid Limited sells prepaid electricity top-up codes for landlord sub-meters — energy, not a prepaid card.",no,RENT_AND_UTILITIES_TELECOMMUNICATIONS,mobile_phone_contract,utilities_household_bills,mobile_phone_contract,utilities_household_bills,T6_native_fallback,no,no,yes,yes,prepaid_card,transfers,opus_tiebreak,no,energy,prepaid_card,prepaid_card,prepaid_card,energy
265,v4_unmatched_plaid,plaid,Apple,5273 29AUG25  D   APPLE.COM/BILL    APPLE.COM/BIL IE,7.99,debit,software,digital_subscriptions_services,APPLE.COM/BILL Ireland £7.99 App Store billing.,established,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,computing_devices,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,software,digital_subscriptions_services,gemini_sonnet_agree,yes,software,software,software,,
266,v4_unmatched_plaid,plaid,Raylo,SSB2EXN Raylo,37.48,debit,retail_finance_repayment,credit_loan_repayments,Raylo device-finance instalment — own product analogue.,yes,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,retail_finance_repayment,credit_loan_repayments,T4_dictionary,no,yes,no,yes,retail_finance_repayment,credit_loan_repayments,gemini_sonnet_agree,yes,retail_finance_repayment,retail_finance_repayment,retail_finance_repayment,retail_finance_repayment,retail_finance_repayment
267,v4_unmatched_plaid,plaid,Olive Catering,Olive Catering RPL  ON 18 AUG CLP OLIVE CATERING RPL1,3.7,debit,catering,eating_drinking_out,Olive Catering RPL contactless is workplace/contract catering.,yes,DINING_OTHER_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,yes,yes,catering,eating_drinking_out,gemini_sonnet_agree,yes,catering,catering,catering,catering,catering
268,v4_unmatched_plaid,plaid,Marcus,Payment to MARCUS CONDUCT 110300 00737213,23.0,debit,transfer_p2p,transfers,"Payment to MARCUS CONDUCT at Halifax sort code 11-03-00. Looks like a named person, not Goldman Sachs Marcus (UK savings uses a linked account, not this sort code). No LOAN keyword. Override models' personal_loan_repayment and Plaid loan native.",yes,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,personal_loan_repayment,credit_loan_repayments,personal_loan_repayment,credit_loan_repayments,T6_native_fallback,no,no,no,no,unclassified_other,unclassified,opus_tiebreak,no,savings_transfer,transfer_p2p,unclassified_other,personal_loan_repayment,personal_loan_repayment
269,v4_unmatched_plaid,plaid,Forum Kayseri-gise,195-Forum Kayseri-Gise,3.52,debit,foreign_spend_unspecified,travel_holidays,"Forum Kayseri-Gise is a ticket-gate/till at Forum Kayseri shopping mall, Turkey. Foreign spend; underlying shop unknown.",no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,foreign_spend_unspecified,travel_holidays,opus_tiebreak,yes,foreign_spend_unspecified,unclassified_other,foreign_spend_unspecified,foreign_spend_unspecified,unclassified_other
270,v4_unmatched_plaid,plaid,Gordons,Gordons 75776,2.65,debit,groceries,groceries_household_essentials,Gordons 75776 with groceries native; several UK Gordons grocers/off-licences exist. Native groceries and small till amount support groceries over alcohol-only.,no,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T6_native_fallback,yes,yes,yes,yes,unclassified_other,unclassified,opus_tiebreak,no,pharmacy,unclassified_other,unclassified_other,alcohol_beer_spirits,groceries
271,v4_unmatched_plaid,plaid,McDonald's,Contactless Payment MCDONALDS SAMSUNG 0070,2.09,debit,takeaway,eating_drinking_out,McDonald's contactless debit is takeaway.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,yes,yes,yes,takeaway,eating_drinking_out,gemini_sonnet_agree,yes,takeaway,takeaway,takeaway,takeaway,takeaway
272,v4_unmatched_plaid,plaid,Apple,apple.com/bill,0.99,debit,software,digital_subscriptions_services,apple.com/bill £0.99 App Store.,established,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,computing_devices,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,software,digital_subscriptions_services,gemini_sonnet_agree,yes,software,software,software,,
273,v4_unmatched_plaid,plaid,Quotrade-edu,Visa purchase QUOTRADE-EDU.COM,50.0,debit,education_general,childcare_education,QUOTRADE-EDU.COM £50 with education native; trading-education site. Education leaf is the closest honest fit.,yes,CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION,childcare,childcare_education,childcare,childcare_education,T6_native_fallback,no,no,yes,yes,education_general,childcare_education,opus_tiebreak,yes,education_general,unclassified_other,education_general,education_general,education_general
274,v4_unmatched_plaid,plaid,Taptap Send,Account - jLwqy3NnIWCW TapTap Send - SortCodeAccountNumber: 04007246254056,5.21,debit,transfer_international,transfers,TapTap Send is a remittance service.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,transfer_international,transfers,gemini_sonnet_agree,yes,transfer_international,transfer_international,transfer_international,transfer_international,transfer_international
275,v4_unmatched_plaid,plaid,Trainline,Trainline,3.35,debit,public_transport_rail_coach,transport_motoring,Trainline rail/coach ticket.,yes,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T6_native_fallback,yes,yes,yes,yes,public_transport_rail_coach,transport_motoring,gemini_sonnet_agree,yes,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach
276,v4_unmatched_plaid,plaid,Utilita Energy,3546 03OCT25      UTILITA ENERGY    LIMITED           01962679088 GB,33.0,debit,energy,utilities_household_bills,Utilita Energy Limited gas/electricity.,yes,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,energy,utilities_household_bills,energy,utilities_household_bills,T6_native_fallback,yes,yes,yes,yes,energy,utilities_household_bills,gemini_sonnet_agree,yes,energy,energy,energy,energy,energy
277,v4_unmatched_plaid,plaid,A Pasker,A PASKER 400000001606158883,30.0,debit,transfer_p2p,transfers,Named person A Pasker; no purpose. Override haiku unclassified_other.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T5_R02,no,yes,no,yes,transfer_p2p,transfers,opus_tiebreak,yes,transfer_p2p,unclassified_other,transfer_p2p,unclassified_other,transfer_p2p
278,v4_unmatched_plaid,plaid,Transport for London,TFL TRAVEL CH  ON 11 OCT CPM TFL TRAVEL CHARGE,8.4,debit,public_transport_rail_coach,transport_motoring,TfL travel charge.,yes,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,public_transport_rail_coach,transport_motoring,gemini_sonnet_agree,yes,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach
279,v4_unmatched_plaid,plaid,Cabot Fncl,CABOT FNCL (EUROPE,27.01,debit,debt_collection,high_cost_distress_credit,Cabot Financial (Europe) is a debt collector; department-store native is wrong.,yes,GENERAL_MERCHANDISE_DEPARTMENT_STORES,department_store,general_retail_marketplaces,debt_collection,high_cost_distress_credit,T4_dictionary,no,yes,no,yes,debt_collection,high_cost_distress_credit,gemini_sonnet_agree,yes,debt_collection,debt_collection,debt_collection,debt_collection,debt_collection
280,v4_unmatched_plaid,plaid,Transport for London,Contactless Payment TFL TRAVEL CH APPLEPAY 6767,1.75,debit,public_transport_rail_coach,transport_motoring,TfL Apple Pay travel charge.,yes,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,public_transport_rail_coach,transport_motoring,gemini_sonnet_agree,yes,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach
281,v4_unmatched_plaid,plaid,Gcuk,Gcuk Sheffield,5.4,debit,unclassified_other,unclassified,Gcuk Sheffield £5.40 dining native; possible Chinese kitchen but the descriptor is too abbreviated to classify uniquely.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,no,no,unclassified_other,unclassified,gemini_sonnet_agree,yes,unclassified_other,unclassified_other,unclassified_other,unclassified_other,unclassified_other
282,v4_unmatched_plaid,plaid,Gentle Freshness Lda,Contactless Payment GENTLE FRESHNESS LDA EUR 15.00000 at 1.1494 APPLEPAY 5415,13.05,debit,foreign_spend_unspecified,travel_holidays,Gentle Freshness Lda charged in EUR — foreign spend; shop type not needed once FX is clear.,yes,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T6_native_fallback,no,no,no,no,foreign_spend_unspecified,travel_holidays,gemini_sonnet_agree,yes,foreign_spend_unspecified,foreign_spend_unspecified,foreign_spend_unspecified,foreign_spend_unspecified,foreign_spend_unspecified
283,v4_unmatched_plaid,plaid,Ojuolape S,Ojuolape S A IbrahMonzo account,10.0,debit,transfer_p2p,transfers,Named person Ojuolape S to a Monzo account; no purpose.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
284,v4_unmatched_plaid,plaid,The Tipsy Cow,SumUp  *The Tipsy,6.35,debit,pub_bar,eating_drinking_out,SumUp *The Tipsy Cow is a pub/bar.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,pub_bar,eating_drinking_out,T4_dictionary,no,yes,yes,yes,pub_bar,eating_drinking_out,gemini_sonnet_agree,yes,pub_bar,pub_bar,pub_bar,pub_bar,pub_bar
285,v4_unmatched_plaid,plaid,The Wild Olive,THE WILD OLIVE 21 SEASCALE,43.7,debit,restaurant_cafe,eating_drinking_out,"The Wild Olive, Seascale — restaurant/dining.",yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,yes,yes,yes,yes,restaurant_cafe,eating_drinking_out,gemini_sonnet_agree,yes,restaurant_cafe,restaurant_cafe,restaurant_cafe,restaurant_cafe,restaurant_cafe
286,v4_unmatched_plaid,plaid,K M Noble Mum,K M NOBLE         MUM               VIA MOBILE - LVP,6.0,debit,transfer_p2p,transfers,Named person K M Noble; memo Mum; mobile LVP.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
287,v4_unmatched_plaid,plaid,Beginning Of,To Beginning of month 1k,80.0,debit,savings_transfer,savings_investments,"To Beginning of month 1k is a labelled budget/savings pot movement, not a P2P payee.",no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,savings_transfer,savings_investments,opus_tiebreak,yes,savings_transfer,unclassified_other,savings_transfer,transfer_p2p,savings_transfer
288,v4_unmatched_plaid,plaid,Poles Tamworth Garage Tam,POLESWORTH GARAGE TAMWORTH,19.97,debit,fuel,transport_motoring,"Polesworth Garage Tamworth is a Gulf filling station. £19.97 is consistent with fuel, not workshop labour. Override vehicle_maintenance.",no,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,vehicle_maintenance,transport_motoring,vehicle_maintenance,transport_motoring,T6_native_fallback,no,no,yes,yes,vehicle_maintenance,transport_motoring,gemini_sonnet_agree,no,vehicle_maintenance,vehicle_maintenance,fuel,vehicle_maintenance,fuel
289,v4_unmatched_plaid,plaid,SkyBet,SKYBET,8.33,credit,gambling_unspecified,gambling,"SKYBET CREDIT. Gambling winnings → gambling_unspecified, not gambling_betting.",yes,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_betting,gambling,T4_dictionary,yes,no,yes,yes,gambling_betting,gambling,gemini_sonnet_agree,no,gambling_betting,gambling_betting,gambling_betting,gambling_betting,gambling_betting
290,v4_unmatched_plaid,plaid,J M Hoare Treat,J M HOARE  TREAT FT,2.0,debit,transfer_p2p,transfers,"Named person J M Hoare; memo Treat. Personal name, not a restaurant.",no,DINING_OTHER_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,no,no,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,restaurant_cafe,unclassified_other
291,v4_unmatched_plaid,plaid,Now 5 Ecdb Entertai,NOW 5ECDB Entertai,6.99,debit,streaming,digital_subscriptions_services,"NOW 5ECDB Entertainment £6.99 is NOW (formerly Now TV) Entertainment membership streaming, not dining.",no,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,no,no,streaming,digital_subscriptions_services,gemini_sonnet_agree,yes,streaming,streaming,streaming,entertainment_other,streaming
292,v4_unmatched_plaid,plaid,Ornament.health,INT'L 0061465375  ORNAMENT.HEALTH   LIMASSOL,30.99,debit,online_services,digital_subscriptions_services,"ornament.health Limassol is a health-monitoring / wellness app subscription billed from Cyprus. Broader than a UK clinic visit. Adversarial: Ornament.health (Limassol) is a wellness/lab-tracking app, not a healthcare provider. Do not use a medical leaf.",yes,MEDICAL_OTHER_MEDICAL,health_other,health_medical,health_other,health_medical,T6_native_fallback,no,no,no,no,health_other,health_medical,opus_tiebreak,no,online_services,unclassified_other,health_other,health_other,health_other
293,v4_unmatched_plaid,plaid,Apple,APPLE.COM/BILL CD 2783,0.99,debit,software,digital_subscriptions_services,APPLE.COM/BILL £0.99.,established,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,computing_devices,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,software,digital_subscriptions_services,gemini_sonnet_agree,yes,software,software,software,,
294,v4_unmatched_plaid,plaid,Apple,APPLE.COM/BILL,0.99,debit,software,digital_subscriptions_services,Apple.com/bill.,established,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,computing_devices,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,software,digital_subscriptions_services,gemini_sonnet_agree,yes,software,software,software,,
295,v4_unmatched_plaid,plaid,Vape Club,Vape Club,28.99,debit,vaping,groceries_household_essentials,Vape Club is a specialist vape retailer.,yes,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,retail_other,general_retail_marketplaces,vaping,groceries_household_essentials,T4_dictionary,no,yes,no,yes,vaping,groceries_household_essentials,gemini_sonnet_agree,yes,vaping,vaping,vaping,vaping,vaping
296,v4_unmatched_plaid,plaid,Sky Betting And Gaming,Sky Betting and Gaming                   03WI2C8G37DNBU2C02,50.0,debit,gambling_betting,gambling,Sky Betting and Gaming debit £50 is a betting stake.,yes,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_betting,gambling,T5_R07,no,yes,yes,yes,gambling_betting,gambling,gemini_sonnet_agree,yes,gambling_betting,gambling_betting,gambling_betting,gambling_betting,gambling_betting
297,v4_unmatched_plaid,plaid,Jac Store,9076 25JUL25 CD   SUMUP  *JAC STORE LTD               LONDON GB,4.0,debit,convenience_store,groceries_household_essentials,SumUp *Jac Store Ltd London; convenience native; small till.,yes,GENERAL_MERCHANDISE_CONVENIENCE_STORES,convenience_store,groceries_household_essentials,convenience_store,groceries_household_essentials,T6_native_fallback,yes,yes,yes,yes,convenience_store,groceries_household_essentials,opus_tiebreak,yes,convenience_store,retail_small_independent,convenience_store,convenience_store,convenience_store
298,v4_unmatched_plaid,plaid,C Treetop Adventure Golf B'ham,0622 29JUN25 C    TREETOP ADVENTURE GOLF              B'HAM B5 4 GB,18.25,debit,days_out,entertainment_leisure,Treetop Adventure Golf Birmingham is a leisure attraction.,yes,ENTERTAINMENT_EVENTS_AND_TICKETS,live_music,entertainment_leisure,live_music,entertainment_leisure,T6_native_fallback,no,no,yes,yes,days_out,entertainment_leisure,opus_tiebreak,yes,entertainment_other,days_out,days_out,days_out,days_out
299,v4_unmatched_plaid,plaid,Nicole Sheridan,NICOLE SHERIDAN,4.0,debit,transfer_p2p,transfers,Named person Nicole Sheridan.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
300,v4_unmatched_plaid,plaid,Wandsworth Borough,WANDSWORTH BOROUGH,20.0,debit,government_services,council_tax_government,"Wandsworth Borough £20 debit. Billing authority could be council tax, parking or another service; amount is small for a typical CT instalment so do not force council_tax.",yes,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,council_tax,council_tax_government,council_tax,council_tax_government,T6_native_fallback,no,no,yes,yes,council_tax,council_tax_government,opus_tiebreak,no,government_services,council_tax,council_tax,council_tax,council_tax
301,v4_unmatched_plaid,plaid,Amazon,CARD PAYMENT TO AMAZON.CO.UK ON 29-07-2025,8.34,debit,marketplace_amazon,general_retail_marketplaces,Amazon.co.uk card payment.,established,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_amazon,general_retail_marketplaces,T4_dictionary,no,yes,yes,yes,marketplace_amazon,general_retail_marketplaces,gemini_sonnet_agree,yes,marketplace_amazon,marketplace_amazon,marketplace_amazon,,
302,v4_unmatched_plaid,plaid,Apple,Apple,24.95,debit,software,digital_subscriptions_services,Bare Apple £24.95 (not /BILL). Could be accessory hardware but Apple billing at this amount is commonly digital; keep software rather than invent a store visit.,established,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,retail_other,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,software,digital_subscriptions_services,gemini_sonnet_agree,yes,software,software,software,,
303,v4_unmatched_plaid,plaid,Amazon,AMZNMktplace,14.24,credit,refund_received,income_other,"AMZNMktplace CREDIT. Retailer credit is refund_received, never marketplace spend. Override established marketplace_amazon.",established,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_amazon,general_retail_marketplaces,T4_dictionary,no,no,no,no,marketplace_amazon,general_retail_marketplaces,opus_tiebreak,no,refund_received,marketplace_amazon,marketplace_amazon,,
304,v4_unmatched_plaid,plaid,C Plum Tree Farm,3316 12AUG25 C    PLUM TREE FARM    BLACKPOOL GB,10.6,debit,pub_bar,eating_drinking_out,"Plum Tree Farm Blackpool is a Farmhouse Inns pub restaurant/carvery, not a garden centre. Native furniture/hardware is wrong.",no,GENERAL_MERCHANDISE_FURNITURE_AND_HARDWARE,home_accessories,home_garden,home_accessories,home_garden,T6_native_fallback,no,no,no,no,days_out,entertainment_leisure,opus_tiebreak,no,restaurant_cafe,groceries_specialist,days_out,garden,retail_small_independent
305,v4_unmatched_plaid,plaid,Waqqas Ali Freddie,WAQQAS ALI        FREDDIE           VIA MOBILE - PYMT FP 28/08/25 10    26032500402515000N,100.0,debit,transfer_p2p,transfers,Named person Waqqas Ali; memo Freddie.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
306,v4_unmatched_plaid,plaid,City Convenience Store,City Convenience Store,4.38,debit,convenience_store,groceries_household_essentials,City Convenience Store — name and native agree.,yes,GENERAL_MERCHANDISE_CONVENIENCE_STORES,convenience_store,groceries_household_essentials,convenience_store,groceries_household_essentials,T6_native_fallback,yes,yes,yes,yes,convenience_store,groceries_household_essentials,gemini_sonnet_agree,yes,convenience_store,convenience_store,convenience_store,convenience_store,convenience_store
307,v4_unmatched_plaid,plaid,F Mart Mini LLC,Contactless Payment F MART MINI LLC APPLEPAY 6024,21.18,debit,convenience_store,groceries_household_essentials,F Mart Mini LLC contactless; mini-mart / convenience.,yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,T6_native_fallback,no,no,no,no,convenience_store,groceries_household_essentials,gemini_sonnet_agree,yes,convenience_store,convenience_store,convenience_store,convenience_store,convenience_store
308,v4_unmatched_plaid,plaid,Apple,Visa purchase APPLE.COM/BILL,3.99,debit,software,digital_subscriptions_services,APPLE.COM/BILL £3.99.,established,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,computing_devices,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,software,digital_subscriptions_services,gemini_sonnet_agree,yes,software,software,software,,
